名称,id,今收,增幅,增比,今开,成交量,最高,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,最低,跌停,外盘,振幅,量比,总市值,市净率,每股净资产,流通股本
钧达股份(002865),sz002865,19.17,+0.42,+2.24%,18.95,3.51万手,19.60,20.63,1.81万手,6687.25万,25.58%,5.75亿,34.11,0.56,1.20亿,18.75,11.70%,18.64,"
                        16.88",1.70万手,5.12%,--,23.00亿,2.72,7.04,3000.00万
传艺科技(002866),sz002866,27.97,--,0.00%,--,--,--,30.77,--,--,--,10.04亿,50.19,0.42,1.44亿,27.97,--,--,"
                        25.17",--,--,--,40.17亿,4.60,6.08,3590.67万
周大生(002867),sz002867,34.42,+0.64,+1.89%,33.60,1.68万手,35.00,37.16,6192手,5721.44万,19.62%,26.45亿,30.13,0.87,4.85亿,33.78,2.19%,33.01,"
                        30.40",1.06万手,5.89%,--,167.07亿,5.13,6.71,7685.00万
绿康生化(002868),sz002868,22.13,+0.27,+1.24%,21.98,1.03万手,22.19,24.05,4499手,2266.75万,-59.98%,6.64亿,27.79,0.60,1.20亿,21.86,3.43%,21.72,"
                        19.67",5779手,2.15%,--,26.56亿,3.90,5.68,3000.00万
金溢科技(002869),sz002869,30.62,+0.37,+1.22%,30.90,3.02万手,30.91,33.28,1.52万手,9217.06万,19.26%,9.04亿,47.27,0.49,1.18亿,30.25,10.24%,30.01,"
                        27.22",1.50万手,2.98%,--,36.07亿,3.56,8.59,2952.00万
香山股份(002870),sz002870,28.20,+1.10,+4.06%,27.32,4.72万手,28.80,29.81,2.32万手,1.32亿,59.94%,7.80亿,43.83,0.64,1.11亿,27.10,17.06%,27.01,"
                        24.39",2.40万手,6.61%,--,31.34亿,3.89,7.26,2767.00万
伟隆股份(002871),sz002871,33.75,+0.87,+2.65%,32.88,1.00万手,33.89,36.17,4620手,3355.94万,51.30%,5.74亿,39.46,0.64,6800.00万,32.88,5.89%,32.60,"
                        29.59",5394手,3.92%,--,22.95亿,4.29,7.86,1700.00万
天圣制药(002872),sz002872,31.36,+0.32,+1.03%,31.08,1.94万手,31.80,34.14,9803手,6118.19万,5.94%,16.62亿,31.27,0.75,2.12亿,31.04,3.67%,31.08,"
                        27.94",9634手,2.32%,--,66.48亿,2.19,14.32,5300.00万
新天药业(002873),sz002873,50.30,-0.41,-0.81%,51.00,5.58万手,51.11,55.78,3.09万手,2.78亿,52.26%,8.66亿,42.08,0.90,6888.00万,50.71,32.38%,48.05,"
                        45.64",2.49万手,6.03%,--,34.65亿,5.60,8.98,1722.00万
安奈儿(002875),sz002875,25.73,+0.41,+1.62%,25.19,1.35万手,26.10,27.85,7292手,3470.98万,30.77%,6.43亿,37.97,0.68,1.02亿,25.32,5.39%,25.19,"
                        22.79",6187手,3.59%,--,26.15亿,3.30,7.80,2500.00万
三利谱(002876),sz002876,58.40,+0.08,+0.14%,58.30,6050手,59.88,64.15,3439手,3564.58万,-10.11%,11.68亿,62.79,0.70,8000.00万,58.32,3.03%,57.60,"
                        52.49",2610手,3.91%,--,46.72亿,5.49,10.64,2000.00万
智能自控(002877),sz002877,38.99,+2.55,+7.00%,36.65,11.24万手,40.01,40.08,4.91万手,4.29亿,69.16%,11.92亿,100.03,0.39,1.22亿,36.44,36.77%,36.65,"
                        32.80",6.32万手,9.22%,--,47.66亿,8.14,4.79,3056.00万
元隆雅图(002878),sz002878,43.60,+1.68,+4.01%,42.20,2.74万手,43.76,46.11,1.14万手,1.19亿,-5.56%,8.21亿,48.64,0.68,7660.53万,41.92,14.54%,42.20,"
                        37.73",1.60万手,3.72%,--,33.40亿,6.60,6.61,1884.00万
长缆科技(002879),sz002879,32.92,+0.22,+0.67%,32.72,3.21万手,33.79,35.97,1.79万手,1.06亿,81.20%,11.52亿,37.54,0.88,1.38亿,32.70,9.16%,32.72,"
                        29.43",1.41万手,3.27%,--,45.41亿,3.25,10.12,3500.00万
卫光生物(002880),sz002880,56.05,+2.25,+4.18%,52.98,2.19万手,56.07,59.18,1.00万手,1.19亿,-47.47%,15.13亿,42.45,0.99,1.08亿,53.80,8.12%,52.96,"
                        48.42",1.19万手,5.78%,--,60.53亿,5.24,10.70,2700.00万
美格智能(002881),sz002881,31.85,+0.05,+0.16%,31.28,6.44万手,32.95,34.98,3.54万手,2.06亿,-78.09%,8.49亿,101.08,0.24,1.07亿,31.80,24.15%,31.21,"
                        28.62",2.90万手,5.47%,--,33.97亿,7.35,4.33,2667.00万
金龙羽(002882),sz002882,12.97,+0.41,+3.26%,12.57,7.31万手,13.79,13.82,3.36万手,9557.86万,34.11%,10.38亿,28.98,0.45,4.25亿,12.56,9.14%,12.57,"
                        11.30",3.95万手,9.71%,--,55.12亿,3.97,3.27,8000.00万
中设股份(002883),sz002883,53.06,+0.48,+0.91%,52.28,3.09万手,55.42,57.84,1.54万手,1.65亿,6.86%,7.07亿,61.79,0.64,5333.35万,52.58,23.15%,51.89,"
                        47.32",1.54万手,6.71%,--,28.30亿,7.75,6.85,1333.35万
凌霄泵业(002884),sz002884,52.51,+0.76,+1.47%,51.50,6239手,52.56,56.93,2502手,3249.60万,47.61%,10.17亿,23.29,1.69,7747.00万,51.75,3.22%,51.50,"
                        46.57",3737手,2.05%,--,40.68亿,3.54,14.82,1937.00万
京泉华(002885),sz002885,35.12,+0.92,+2.69%,34.15,2.06万手,35.28,37.62,9719手,7192.97万,49.88%,7.02亿,39.54,0.67,8000.00万,34.20,10.29%,34.15,"
                        30.78",1.09万手,3.30%,--,28.10亿,4.27,8.22,2000.00万
沃特股份(002886),sz002886,31.25,+0.58,+1.89%,30.57,2.76万手,31.72,33.74,1.41万手,8605.81万,8.58%,6.13亿,67.60,0.35,7843.15万,30.67,14.05%,30.12,"
                        27.60",1.35万手,5.22%,--,24.51亿,4.00,7.82,1960.80万
绿茵生态(002887),sz002887,74.41,+2.25,+3.12%,72.31,2.29万手,74.45,79.38,9543手,1.68亿,69.20%,14.88亿,34.14,1.63,8000.00万,72.16,11.47%,72.31,"
                        64.94",1.34万手,2.97%,--,59.53亿,3.75,19.84,2000.00万
惠威科技(002888),sz002888,28.35,+2.58,+10.01%,28.26,2.07万手,28.35,28.35,1.84万手,5860.02万,100.00%,5.89亿,79.91,0.27,8311.76万,25.77,9.95%,28.26,"
                        23.19",2275手,0.35%,--,23.56亿,5.58,5.08,2078.00万
东方嘉盛(002889),sz002889,26.83,+0.67,+2.56%,26.16,2.11万手,26.88,28.78,1.01万手,5641.13万,16.68%,9.26亿,30.08,0.67,1.38亿,26.16,6.12%,26.16,"
                        23.54",1.11万手,2.75%,--,37.05亿,2.92,9.19,3453.00万
弘宇股份(002890),sz002890,33.09,+1.64,+5.21%,31.45,1.69万手,33.28,34.60,7045手,5528.20万,-76.52%,5.52亿,42.83,0.58,6667.00万,31.45,10.14%,31.45,"
                        28.31",9864手,5.82%,--,22.06亿,4.38,7.55,1667.00万
中宠股份(002891),sz002891,32.85,+0.51,+1.58%,32.45,5054手,32.99,35.57,1934手,1657.00万,7.81%,8.21亿,44.59,0.74,10000.00万,32.34,2.02%,32.36,"
                        29.11",3120手,1.95%,--,32.85亿,4.74,6.93,2500.00万
科力尔(002892),sz002892,33.90,+0.35,+1.04%,33.60,1.04万手,34.60,36.91,5844手,3531.66万,-35.20%,5.97亿,39.86,0.64,8360.00万,33.55,5.89%,33.27,"
                        30.19",4528手,3.96%,--,28.34亿,5.11,6.64,1760.00万
华通热力(002893),sz002893,25.48,+0.47,+1.88%,25.00,4.05万手,25.83,27.51,2.04万手,1.03亿,67.64%,7.64亿,65.94,0.29,1.20亿,25.01,13.48%,24.82,"
                        22.51",2.00万手,4.04%,--,30.58亿,5.31,4.80,3000.00万
川恒股份(002895),sz002895,23.65,+0.50,+2.16%,23.22,6.36万手,24.01,25.47,3.20万手,1.50亿,30.15%,9.46亿,56.28,0.32,4.07亿,23.15,15.90%,23.10,"
                        20.84",3.16万手,3.93%,--,96.28亿,5.03,4.71,4001.00万
中大力德(002896),sz002896,40.90,+0.79,+1.97%,38.04,4.09万手,41.50,44.12,2.01万手,1.61亿,70.19%,8.18亿,53.50,0.57,8000.00万,40.11,20.43%,38.04,"
                        36.10",2.08万手,8.63%,--,32.72亿,6.32,6.47,2000.00万
意华股份(002897),sz002897,39.02,+1.32,+3.50%,37.75,3.84万手,39.10,41.47,1.63万手,1.48亿,1.03%,10.41亿,42.41,0.69,1.07亿,37.70,14.38%,37.75,"
                        33.93",2.20万手,3.58%,--,41.62亿,3.86,10.11,2667.00万
赛隆药业(002898),sz002898,23.82,-0.03,-0.13%,24.12,12.41万手,24.62,26.24,6.65万手,2.98亿,40.29%,9.53亿,60.90,0.29,1.60亿,23.85,31.03%,23.40,"
                        21.47",5.76万手,5.12%,--,38.11亿,6.34,3.76,4000.00万
英派斯(002899),sz002899,24.39,-0.04,-0.16%,24.21,2.24万手,24.80,26.87,1.23万手,5467.24万,-57.62%,7.32亿,36.21,0.51,1.20亿,24.43,7.47%,24.00,"
                        21.99",1.01万手,3.27%,--,29.27亿,3.15,7.74,3000.00万
哈三联(002900),sz002900,,,,,,,,,,,,,,,,,,,,,,,,,
大博医疗(002901),sz002901,37.16,+0.77,+2.12%,36.58,3.34万手,37.58,40.03,1.34万手,1.24亿,-69.10%,14.90亿,52.99,0.53,4.00亿,36.39,8.34%,36.30,"
                        32.75",2.00万手,3.52%,--,148.68亿,12.85,2.89,4010.00万
铭普光磁(002902),sz002902,37.07,+1.62,+4.57%,35.97,7.52万手,38.25,39.00,3.73万手,2.77亿,63.75%,12.97亿,64.58,0.57,1.40亿,35.45,21.48%,35.21,"
                        31.91",3.79万手,8.58%,--,51.90亿,4.97,7.46,3500.00万
宇环数控(002903),sz002903,44.96,+2.97,+7.07%,41.80,9.06万手,46.19,46.19,4.79万手,4.05亿,43.80%,11.24亿,50.11,0.90,10000.00万,41.99,36.25%,41.80,"
                        37.79",4.27万手,10.45%,--,44.96亿,10.27,4.38,2500.00万
金逸影视(002905),sz002905,38.40,+1.90,+5.21%,38.00,3.18万手,39.77,40.15,1.18万手,1.23亿,34.17%,16.13亿,33.64,1.14,1.68亿,36.50,7.56%,37.00,"
                        32.85",2.00万手,7.59%,--,64.51亿,4.80,8.00,4200.00万
华阳集团(002906),sz002906,21.93,+0.65,+3.05%,21.52,7.25万手,21.99,23.41,3.07万手,1.57亿,-30.39%,16.03亿,39.56,0.49,4.73亿,21.28,9.92%,21.21,"
                        19.15",4.18万手,3.67%,--,103.75亿,3.55,6.18,7310.00万
华森制药(002907),sz002907,38.34,+0.57,+1.51%,37.69,9.22万手,39.00,41.55,4.52万手,3.54亿,4.61%,15.36亿,124.02,0.26,4.00亿,37.77,23.03%,37.55,"
                        33.99",4.71万手,3.84%,--,153.38亿,24.90,1.54,4006.00万
德生科技(002908),sz002908,33.07,+0.94,+2.93%,32.35,8.11万手,33.51,35.34,3.89万手,2.67亿,-62.85%,11.03亿,87.23,0.38,1.33亿,32.13,24.34%,32.00,"
                        28.92",4.23万手,4.70%,--,44.10亿,8.48,3.90,3334.00万
集泰股份(002909),sz002909,20.84,+0.63,+3.12%,21.50,10.81万手,21.78,22.23,5.16万手,2.28亿,15.07%,6.25亿,50.65,0.41,1.20亿,20.21,36.05%,20.27,"
                        18.19",5.65万手,7.47%,--,25.01亿,6.55,3.18,3000.00万
庄园牧场(002910),sz002910,20.78,-0.19,-0.91%,20.98,8.33万手,21.45,23.07,4.66万手,1.74亿,42.17%,9.73亿,53.82,0.39,1.87亿,20.97,17.78%,20.61,"
                        18.87",3.67万手,4.01%,--,38.93亿,3.65,5.70,4684.00万
佛燃股份(002911),sz002911,25.99,+0.01,+0.04%,26.20,4.79万手,26.25,28.58,2.44万手,1.25亿,2.27%,14.55亿,41.60,0.62,5.56亿,25.98,8.55%,25.83,"
                        23.38",2.35万手,1.62%,--,144.50亿,6.04,4.30,5600.00万
中新赛克(002912),sz002912,123.55,+9.41,+8.24%,120.20,2.25万手,125.55,125.55,9931手,2.77亿,55.70%,20.63亿,62.27,1.98,6670.00万,114.14,13.49%,119.00,"
                        102.73",1.26万手,5.74%,--,82.41亿,7.23,17.08,1670.00万
奥士康(002913),sz002913,43.32,+2.69,+6.62%,41.09,6.52万手,43.50,44.69,2.87万手,2.77亿,-10.32%,15.60亿,41.61,1.04,1.44亿,40.63,18.11%,40.97,"
                        36.57",3.65万手,6.23%,--,62.40亿,5.35,8.10,3601.30万
中欣氟材(002915),sz002915,36.06,+0.39,+1.09%,35.66,5.91万手,36.90,39.24,3.02万手,2.14亿,17.54%,10.10亿,86.78,0.42,1.12亿,35.67,21.10%,35.52,"
                        32.10",2.89万手,3.87%,--,40.39亿,10.19,3.54,2800.00万
深南电路(002916),sz002916,,,,,,,,,,,,,,,,,,,,,,,,,
金奥博(002917),sz002917,29.71,+0.30,+1.02%,28.85,6.63万手,30.30,32.35,3.21万手,1.96亿,38.17%,8.40亿,50.78,0.59,1.13亿,29.41,23.47%,28.65,"
                        26.47",3.42万手,5.61%,--,33.59亿,8.41,3.53,2827.00万
蒙娜丽莎(002918),sz002918,46.00,+0.34,+0.74%,45.96,2.37万手,46.69,50.23,1.31万手,1.09亿,53.67%,18.14亿,23.06,2.00,1.58亿,45.66,6.00%,45.76,"
                        41.09",1.06万手,2.04%,--,72.55亿,5.29,8.69,3943.00万
名臣健康(002919),sz002919,35.63,+0.39,+1.11%,35.55,5.00万手,35.78,38.76,2.60万手,1.76亿,52.01%,7.25亿,60.62,0.59,8142.38万,35.24,24.56%,34.72,"
                        31.72",2.40万手,3.01%,--,29.01亿,7.06,5.04,2036.00万
德赛西威(002920),sz002920,36.95,+1.11,+3.10%,36.06,4.50万手,37.13,39.42,1.92万手,1.65亿,-64.07%,36.95亿,32.52,1.04,5.50亿,35.84,4.50%,36.06,"
                        32.26",2.58万手,2.99%,--,203.23亿,10.39,3.56,10000.00万
联诚精密(002921),sz002921,35.57,-0.41,-1.14%,36.10,4.25万手,36.49,39.58,2.40万手,1.53亿,63.64%,7.11亿,57.93,0.61,8000.00万,35.98,21.27%,35.46,"
                        32.38",1.85万手,2.86%,--,28.46亿,4.88,7.29,2000.00万
伊戈尔(002922),sz002922,29.14,-0.44,-1.49%,29.50,8.21万手,30.20,32.54,4.36万手,2.41亿,58.24%,9.62亿,51.31,0.57,1.32亿,29.58,24.87%,29.01,"
                        26.62",3.85万手,4.02%,--,38.46亿,5.83,5.00,3300.00万
润都股份(002923),sz002923,41.70,+0.44,+1.07%,41.61,5.15万手,42.47,45.39,2.67万手,2.15亿,24.24%,10.43亿,45.06,0.62,10000.00万,41.26,20.58%,41.25,"
                        37.13",2.48万手,2.96%,--,41.70亿,7.03,5.93,2500.00万
盈趣科技(002925),sz002925,84.70,-5.80,-6.41%,81.45,18.98万手,85.50,99.55,6.26万手,15.73亿,-83.68%,63.52亿,38.77,1.96,4.55亿,90.50,25.31%,81.45,"
                        81.45",12.72万手,4.48%,--,385.52亿,22.52,3.76,7500.00万
华西证券(002926),sz002926,13.45,+0.08,+0.60%,13.38,38.34万手,13.67,14.71,21.11万手,5.15亿,34.85%,70.61亿,31.27,0.40,26.25亿,13.37,7.30%,13.28,"
                        12.03",17.23万手,2.92%,--,353.06亿,2.24,6.00,5.25亿
泰永长征(002927),sz002927,61.70,-1.02,-1.63%,63.40,9.71万手,63.95,68.99,5.24万手,6.05亿,-21.91%,14.47亿,138.91,0.30,9380.00万,62.72,41.42%,60.83,"
                        56.45",4.48万手,4.97%,--,57.87亿,13.57,4.55,2345.00万
华夏航空(002928),sz002928,39.22,-0.68,-1.70%,39.00,9.02万手,39.90,43.89,5.06万手,3.53亿,56.86%,15.88亿,41.97,1.04,4.01亿,39.90,22.28%,38.55,"
                        35.91",3.96万手,3.38%,--,157.08亿,12.29,3.19,4050.00万
润建通信(002929),sz002929,57.83,+1.53,+2.72%,56.70,16.84万手,58.87,61.93,7.83万手,9.66亿,37.91%,31.91亿,53.32,1.45,2.21亿,56.30,30.51%,56.08,"
                        50.67",9.00万手,4.96%,--,127.66亿,8.05,7.18,5518.66万
宏川智慧(002930),sz002930,14.86,+1.35,+9.99%,14.86,158手,14.86,14.86,158手,23.63万,100.00%,9.04亿,39.03,0.51,2.43亿,13.51,0.03%,14.86,"
                        12.16",--,--,--,36.15亿,2.27,6.54,6083.00万
锋龙股份(002931),sz002931,,,,,,,,,,,,,,,,,,,,,,,,,
国安GAC1(031005),sz031005,,,,,,,,,,,,,,,,,,,,,,,,,
阿胶EJC1(031007),sz031007,,,,,,,,,,,,,,,,,,,,,,,,,
攀钢AGP1(038011),sz038011,,,,,,,,,,,,,,,,,,,,,,,,,
钾肥JFP1(038014),sz038014,,,,,,,,,,,,,,,,,,,,,,,,,
盐湖YHP1(038015),sz038015,,,,,,,,,,,,,,,,,,,,,,,,,
集琦JQP1(038016),sz038016,,,,,,,,,,,,,,,,,,,,,,,,,
深发SFP1(038017),sz038017,,,,,,,,,,,,,,,,,,,,,,,,,
R-003(131800),sz131800,0.102,-5.92,-98.31%,,,,,,,,,,,,,,,,,,,,,,
R-007(131801),sz131801,0.008,-5.54,-99.86%,,,,,,,,,,,,,,,,,,,,,,
R-014(131802),sz131802,3.51,-0.99,-22.00%,,,,,,,,,,,,,,,,,,,,,,
R-028(131803),sz131803,3.62,-0.39,-9.61%,,,,,,,,,,,,,,,,,,,,,,
R-091(131805),sz131805,3.70,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
R-182(131806),sz131806,3.54,+0.01,+0.23%,,,,,,,,,,,,,,,,,,,,,,
R-004(131809),sz131809,2.60,-2.95,-53.20%,,,,,,,,,,,,,,,,,,,,,,
R-001(131810),sz131810,,,,,,,,,,,,,,,,,,,,,,,,,
R-002(131811),sz131811,1.00,-5.70,-85.06%,,,,,,,,,,,,,,,,,,,,,,
RC-003(131900),sz131900,,,,,,,,,,,,,,,,,,,,,,,,,
RC-007(131901),sz131901,,,,,,,,,,,,,,,,,,,,,,,,,
RC-001(131910),sz131910,,,,,,,,,,,,,,,,,,,,,,,,,
RC-002(131911),sz131911,,,,,,,,,,,,,,,,,,,,,,,,,
瑞福进取(150001),sz150001,,,,,,,,,,,,,,,,,,,,,,,,,
大成优选(150002),sz150002,,--,%,,,,,,,,,,,,,,,,,,,,,,
建信优势(150003),sz150003,,,,,,,,,,,,,,,,,,,,,,,,,
同庆A(150006),sz150006,,,,,,,,,,,,,,,,,,,,,,,,,
同庆B(150007),sz150007,,--,%,,,,,,,,,,,,,,,,,,,,,,
瑞和小康(150008),sz150008,1.14,-0.02,-1.90%,,,,,,,,,,,,,,,,,,,,,,
瑞和远见(150009),sz150009,0.94,+0.01,+1.08%,,,,,,,,,,,,,,,,,,,,,,
估值优先(150010),sz150010,,--,%,,,,,,,,,,,,,,,,,,,,,,
估值进取(150011),sz150011,,--,%,,,,,,,,,,,,,,,,,,,,,,
中证100A(150012),sz150012,1.00,0.00,-0.10%,,,,,,,,,,,,,,,,,,,,,,
中证100B(150013),sz150013,1.53,-0.02,-1.29%,,,,,,,,,,,,,,,,,,,,,,
合润A(150016),sz150016,1.12,-0.01,-0.88%,,,,,,,,,,,,,,,,,,,,,,
合润B(150017),sz150017,1.46,-0.02,-1.49%,,,,,,,,,,,,,,,,,,,,,,
银华稳进(150018),sz150018,0.88,0.00,+0.11%,,,,,,,,,,,,,,,,,,,,,,
银华锐进(150019),sz150019,1.19,0.00,-0.25%,,,,,,,,,,,,,,,,,,,,,,
汇利A(150020),sz150020,1.08,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
汇利B(150021),sz150021,1.06,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
深成指A(150022),sz150022,0.77,+0.01,+1.05%,,,,,,,,,,,,,,,,,,,,,,
深成指B(150023),sz150023,0.393,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
景丰A(150025),sz150025,,--,%,,,,,,,,,,,,,,,,,,,,,,
景丰B(150026),sz150026,,--,%,,,,,,,,,,,,,,,,,,,,,,
添利B(150027),sz150027,1.45,0.00,+0.07%,,,,,,,,,,,,,,,,,,,,,,
中证500A(150028),sz150028,0.93,+0.01,+1.09%,,,,,,,,,,,,,,,,,,,,,,
中证500B(150029),sz150029,1.42,+0.03,+2.52%,,,,,,,,,,,,,,,,,,,,,,
中证90A(150030),sz150030,1.03,+0.01,+0.98%,,,,,,,,,,,,,,,,,,,,,,
中证90B(150031),sz150031,1.13,-0.01,-1.05%,,,,,,,,,,,,,,,,,,,,,,
多利优先(150032),sz150032,1.00,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
多利进取(150033),sz150033,0.95,-0.05,-4.52%,,,,,,,,,,,,,,,,,,,,,,
聚利A(150034),sz150034,1.22,0.00,-0.08%,,,,,,,,,,,,,,,,,,,,,,
聚利B(150035),sz150035,2.20,0.00,-0.09%,,,,,,,,,,,,,,,,,,,,,,
建信稳健(150036),sz150036,0.94,-0.10,-9.92%,,,,,,,,,,,,,,,,,,,,,,
建信进取(150037),sz150037,1.79,-0.19,-9.44%,,,,,,,,,,,,,,,,,,,,,,
万家利B(150038),sz150038,,--,%,,,,,,,,,,,,,,,,,,,,,,
鼎利A(150039),sz150039,1.00,-0.01,-0.60%,,,,,,,,,,,,,,,,,,,,,,
鼎利B(150040),sz150040,1.16,+0.10,+9.85%,,,,,,,,,,,,,,,,,,,,,,
天盈B(150041),sz150041,,--,%,,,,,,,,,,,,,,,,,,,,,,
利鑫B(150042),sz150042,1.69,0.00,+0.06%,,,,,,,,,,,,,,,,,,,,,,
裕祥B(150043),sz150043,,--,%,,,,,,,,,,,,,,,,,,,,,,
增利A(150044),sz150044,,--,%,,,,,,,,,,,,,,,,,,,,,,
增利B(150045),sz150045,,--,%,,,,,,,,,,,,,,,,,,,,,,
丰利B(150046),sz150046,,--,%,,,,,,,,,,,,,,,,,,,,,,
消费A(150047),sz150047,1.44,-0.16,-9.98%,,,,,,,,,,,,,,,,,,,,,,
消费B(150048),sz150048,1.24,+0.01,+1.22%,,,,,,,,,,,,,,,,,,,,,,
消费收益(150049),sz150049,0.91,+0.01,+0.78%,,,,,,,,,,,,,,,,,,,,,,
消费进取(150050),sz150050,,,,,,,,,,,,,,,,,,,,,,,,,
沪深300A(150051),sz150051,0.88,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
沪深300B(150052),sz150052,0.92,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
泰达500A(150053),sz150053,0.93,+0.01,+1.31%,,,,,,,,,,,,,,,,,,,,,,
泰达500B(150054),sz150054,1.00,0.00,+0.10%,,,,,,,,,,,,,,,,,,,,,,
500A(150055),sz150055,1.00,-0.01,-0.89%,,,,,,,,,,,,,,,,,,,,,,
500B(150056),sz150056,1.49,-0.01,-0.53%,,,,,,,,,,,,,,,,,,,,,,
中小300A(150057),sz150057,1.16,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
中小300B(150058),sz150058,1.00,+0.09,+9.65%,,,,,,,,,,,,,,,,,,,,,,
资源A级(150059),sz150059,1.35,-0.15,-10.00%,,,,,,,,,,,,,,,,,,,,,,
资源B级(150060),sz150060,1.37,+0.09,+7.34%,,,,,,,,,,,,,,,,,,,,,,
丰泽B(150061),sz150061,,--,%,,,,,,,,,,,,,,,,,,,,,,
浦银增A(150062),sz150062,,--,%,,,,,,,,,,,,,,,,,,,,,,
浦银增B(150063),sz150063,,--,%,,,,,,,,,,,,,,,,,,,,,,
同瑞A(150064),sz150064,1.00,+0.06,+6.97%,,,,,,,,,,,,,,,,,,,,,,
同瑞B(150065),sz150065,0.98,+0.05,+5.06%,,,,,,,,,,,,,,,,,,,,,,
互利A(150066),sz150066,,,,,,,,,,,,,,,,,,,,,,,,,
互利B(150067),sz150067,1.35,-0.15,-9.93%,,,,,,,,,,,,,,,,,,,,,,
双翼B(150068),sz150068,1.25,+0.01,+0.89%,,,,,,,,,,,,,,,,,,,,,,
双力A(150069),sz150069,1.16,+0.02,+1.84%,,,,,,,,,,,,,,,,,,,,,,
双力B(150070),sz150070,2.22,+0.06,+2.87%,,,,,,,,,,,,,,,,,,,,,,
盛世A(150071),sz150071,1.19,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
盛世B(150072),sz150072,2.06,-0.01,-0.53%,,,,,,,,,,,,,,,,,,,,,,
诺安稳健(150073),sz150073,0.91,-0.01,-1.30%,,,,,,,,,,,,,,,,,,,,,,
诺安进取(150075),sz150075,1.11,0.00,+0.27%,,,,,,,,,,,,,,,,,,,,,,
浙商稳健(150076),sz150076,0.94,+0.02,+1.72%,,,,,,,,,,,,,,,,,,,,,,
浙商进取(150077),sz150077,1.64,-0.09,-5.31%,,,,,,,,,,,,,,,,,,,,,,
回报B(150078),sz150078,1.40,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
通利债B(150079),sz150079,,--,%,,,,,,,,,,,,,,,,,,,,,,
双佳B(150080),sz150080,1.23,+0.01,+0.57%,,,,,,,,,,,,,,,,,,,,,,
双盈B(150081),sz150081,1.85,0.00,-0.22%,,,,,,,,,,,,,,,,,,,,,,
信达利B(150082),sz150082,1.11,-0.01,-0.63%,,,,,,,,,,,,,,,,,,,,,,
深证100A(150083),sz150083,0.92,0.00,+0.11%,,,,,,,,,,,,,,,,,,,,,,
深证100B(150084),sz150084,1.53,-0.17,-10.01%,,,,,,,,,,,,,,,,,,,,,,
中小板A(150085),sz150085,1.05,0.00,-0.29%,,,,,,,,,,,,,,,,,,,,,,
中小板B(150086),sz150086,0.91,-0.02,-1.83%,,,,,,,,,,,,,,,,,,,,,,
信用B(150087),sz150087,1.17,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
金鹰500A(150088),sz150088,1.03,0.00,-0.48%,,,,,,,,,,,,,,,,,,,,,,
金鹰500B(150089),sz150089,1.17,-0.01,-1.10%,,,,,,,,,,,,,,,,,,,,,,
成长A(150090),sz150090,0.92,0.00,-0.33%,,,,,,,,,,,,,,,,,,,,,,
成长B(150091),sz150091,0.93,+0.08,+9.53%,,,,,,,,,,,,,,,,,,,,,,
诺德300A(150092),sz150092,1.07,+0.10,+9.97%,,,,,,,,,,,,,,,,,,,,,,
诺德300B(150093),sz150093,1.03,-0.12,-10.02%,,,,,,,,,,,,,,,,,,,,,,
泰信400A(150094),sz150094,0.96,0.00,+0.53%,,,,,,,,,,,,,,,,,,,,,,
泰信400B(150095),sz150095,0.57,+0.05,+10.06%,,,,,,,,,,,,,,,,,,,,,,
商品A(150096),sz150096,1.02,0.00,-0.10%,,,,,,,,,,,,,,,,,,,,,,
商品B(150097),sz150097,1.01,0.00,-0.10%,,,,,,,,,,,,,,,,,,,,,,
同庆800A(150098),sz150098,1.06,-0.01,-1.12%,,,,,,,,,,,,,,,,,,,,,,
同庆800B(150099),sz150099,2.19,+0.04,+1.77%,,,,,,,,,,,,,,,,,,,,,,
资源A(150100),sz150100,0.96,+0.01,+0.95%,,,,,,,,,,,,,,,,,,,,,,
资源B(150101),sz150101,1.44,--,0.00%,,,,,,,,,,,,,,,,,,,,,,
利众B(150102),sz150102,1.35,0.00,-0.07%,,,,,,,,,,,,,,,,,,,,,,
HS300A(150104),sz150104,1.00,+0.08,+9.10%,,,,,,,,,,,,,,,,,,,,,,
HS300B(150105),sz150105,1.60,-0.18,-10.00%,,,,,,,,,,,,,,,,,,,,,,
中小A(150106),sz150106,1.05,0.00,+0.10%,,,,,,,,,,,,,,,,,,,,,,
中小B(150107),sz150107,1.14,+0.02,+1.97%,,,,,,,,,,,,,,,,,,,,,,
同辉100A(150108),sz150108,1.09,0.00,+0.18%,,,,,,,,,,,,,,,,,,,,,,
同辉100B(150109),sz150109,1.12,-0.01,-0.71%,,,,,,,,,,,,,,,,,,,,,,
